title,slug,description,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags\
White Glove Implementation Service Template,white-glove-implementation-service-template,"This document is a sales template for Gladly's ""White Glove Implementation Service,"" which is a premium offering designed to accelerate deals by removing IT-related objections and taking on a great...",https://docs.google.com/presentation/d/1jz0QT608uwqKy4-Q_EHKmCK4LBhGU6-E5O_g91f-nHY/edit?slide=id.g26455bc3513_4_48#slide=id.g26455bc3513_4_48,,,,,Content,document,document,sales|impl|gladly|Meeting Decks\
Zendesk  Sidekick Battle Card (External),zendesk-sidekick-battle-card-external,"This document is a competitor battlecard titled ""Competitor Battlecard_Zendesk AI vs.",https://drive.google.com/file/d/1HSkV0bx4q4KltfvBiqCAmcsIEJm7OrhR/view,,,,,Content,document,battlecard,sales|gladly|Meeting Decks\
Zendesk Battlecard,zendesk-battlecard,"This document is a competitive battle card from Gladly, positioning its platform against Zendesk, which is described as a mature CX platform focused on service efficiency and automated resolution.",https://drive.google.com/file/d/1wytz1MQTAFPBNJZ-za-nhpP083UudHye/view?usp=drive_link,,,,,Content,document,battlecard,sales|gladly|Meeting Decks\
Zendesk Competitive Snapshot,zendesk-competitive-snapshot,This document is a competitive analysis of **Sidekick for Zendesk** against key rivals like **Intercom Fin for Zendesk** and **Zendesk\'92s native AI**.,https://docs.google.com/document/d/1JqejOWDJcdhUYJC62LwZsHJZvjI8BpukCW14-VRGv9k/edit?tab=t.0#heading=h.w2vezcatf8t2,,,,,Content,document,competitive,sales|gladly|Meeting Decks\
Zendesk Demo Mockup,zendesk-demo-mockup,Demo mockup showing Sidekick integration with Zendesk environment.,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone?node-id=221-2132&t=dXMGHj3v8Gej0hIV-0&scaling=contain&content-scaling=fixed&page-id=81%3A630&starting-point-node-id=221%3A2132,,,,,Content,document,demo,sales|csm|gladly|Meeting Decks\
Zendesk Sidekick Battle Card (External),zendesk-sidekick-battle-card-external,This document is a competitor battlecard titled Competitor Battlecard_Zendesk AI vs.,https://drive.google.com/file/d/1HSkV0bx4q4KltfvBiqCAmcsIEJm7OrhR/view,,,,,Content,document,battlecard,gladly\
Zendesk Voice Battle Card,zendesk-voice-battle-card,"This collection of competitive intelligence documents for Gladly is comprised of a monthly Competitor Newsletter and battlecards for key rivals like Salesforce, Sprinklr, and Kustomer.",https://docs.google.com/document/d/1HslXCHVT2-X4Rvl0eRTlZ0o3ZVbyVfIscjwzwQeQ40o/edit?tab=t.5kc6ewikdofi#heading=h.xdw29mm2inzb,,,,,Content,document,battlecard,sales|voice|Meeting Decks\
Zendesk vs Gladly: CI Analysis 2025,zendesk-vs-gladly-ci-analysis-2025,"This document is a Competitive Intelligence Analysis comparing Zendesk and Gladly's customer service platforms, focusing on features, pricing, and market positioning.",https://docs.google.com/document/d/1ISCpT49SKsxg9OVhFepvKvF4M-IApszxnKC09GAqNh4/edit?usp=drive_link,,,,,Content,document,report,sales|csm|gladly|Meeting Decks\
[Template] Gladly x [customerName] - SOW Readout Deck,template-gladly-x-customername-sow-readout-deck,"This document is a template for a Statement of Work (SOW) Readout Deck, designed to outline the project plan for a customer's implementation of the Gladly customer service platform, with a focus on...",https://docs.google.com/presentation/d/12YzsXee5kkEtBO9vTFsI2SEfJrkjhd2zpVgqtNEwDT8/edit?slide=id.p1#slide=id.p1,,,,,Content,document,document,csm|sc|impl|gladly|Meeting Decks}
Monthly Partnership Enablement: Unwrap.ai,monthly-partnership-enablement-unwrap-ai,"Partnership enablement for Unwrap.ai, Gladly's new data and analytics partner. Learn how Unwrap uses AI to aggregate unstructured customer feedback from multiple sources and extract granular insights,",,,,,,Enablement,document,partner,gladly|Uncategorized\
Multi-Channel Optimization Guide: Scaling Beyond Single -Channel Success,multi-channel-optimization-guide-scaling-beyond-single-channel-success,This guide is designed to help organizations successfully scale Sidekick across multiple customer service channels while maintaining high performance.,https://docs.google.com/document/d/1aQPaIBAK4Hjw7LK1U_2m8vYKjnIiatT3urUnmUMh10s/edit?tab=t.0,,,,,CoE,document,internal-best-practice,csm|impl|gladly|Best Practices\
Mutual Action Plan,mutual-action-plan,"This spreadsheet, titled ""Evaluation Project Plan,"" outlines the phases and milestones for a potential customer's evaluation and implementation of the Gladly platform.",https://docs.google.com/spreadsheets/d/1ITLchrUDhkvU7DsxhNNN6kUbTYKWHMjohSpQ5gtNK00/edit?gid=560636638#gid=560636638,,,,,Content,document,document,sales|impl|gladly|Meeting Decks\
Nascar Logo Slides,nascar-logo-slides,"This presentation, titled ""STMP | Social Proof | Nascar Customer Logo Grids | FY25 Q2,"" contains updated customer logo grids for various industries, including Multi-Brand Retail, Food & Beverage, M...",https://docs.google.com/presentation/d/1u-Gc5HrRicUZbsJ6tIUaEze_9TP4kC8huqeYBStOSi8/edit#slide=id.p,,,,,Content,slides,deck,sales|gladly|Meeting Decks\
Netomi Battle Card 2024,netomi-battle-card-2024,"This document is a ""Netomi Battle Card"" that compares Gladly's Sidekick product against the competitor Netomi, positioning Netomi as a ""Sidekick Competitor."" It highlights Gladly Sidekick's advanta...",,https://docs.google.com/document/d/10SGlOfQa6ScUmQX4qAgpe_YrSdZPFtHDnK_lFK7bSAI/edit?usp=drive_link,,,,Enablement,video,competitive,impl|gladly|Solutions Consultant\
New customer quotes,new-customer-quotes,"This document outlines the core positioning and narrative for ""Gladly 2.0,"" a customer experience platform powered by Customer AI, emphasizing its unique ability to deliver both radically efficient...",https://docs.google.com/document/d/11WASvMHVqCLqAzokS2y9YUGQdmbs5cTeqI_OrmyBApE/edit?tab=t.u6q1v414orxy#heading=h.poj1xfl4zvhk,,,,,Content,document,document,sales|gladly|Meeting Decks\
One Off to Closed Lost Zendesk Sequence,one-off-to-closed-lost-zendesk-sequence,Re-engagement sequence for Zendesk closed-lost opportunities.,https://web.outreach.io/templates/81974,,,,,Content,document,template,sales|csm|gladly|Meeting Decks\
Online Marketplace Slides,online-marketplace-slides,"This is a confidential Google Slides presentation titled ""STMP - Slide Library - Online Marketplaces [FY25 Q4],"" which serves as a resource for Gladly's sales or marketing team.",https://docs.google.com/presentation/d/15lQocvlxIJKRoycn19k15Lc-oUr2Ih6jv4dJtww80_E/edit?slide=id.g3147ecaf258_0_888#slide=id.g3147ecaf258_0_888,,,,,CoE,document,meeting-asset,sales|gladly|Meeting Examples\
Online Marketplace Vertical Analysis,online-marketplace-vertical-analysis,"This document, titled ""Marketplace Vertical Research - 2024,"" is a comprehensive analysis of the marketplace vertical, detailing market size (projected to exceed $5 trillion by 2025), key industry ...",https://docs.google.com/document/d/1RGiv1Hb4fPfikezxsxIj4agGRN1Nl_zPMK3MY7vUnxM/edit?tab=t.0#heading=h.uuzsw2r8k3fj,,,,,Content,document,report,sales|gladly|Meeting Decks\
Online Marketplace Vertical One Pager,online-marketplace-vertical-one-pager,"This document, titled ""Vertical One Pager_Marketplace Solutions_Nov 2024.pdf,"" presents Gladly's AI-powered Customer Service Platform and its specialized ""Marketplace Solutions"" for delivering trus...",https://drive.google.com/file/d/1CRXgCgj_ruiJ0Clpjzb6UevL14WIXqRg/view,,,,,Content,document,one-pager,sales|csm|gladly|Meeting Decks\
Online Marketplaces FAQs,online-marketplaces-faqs,This document is a Frequently Asked Questions (FAQ) guide focused on the Travel & Hospitality and Online Marketplaces verticals.,https://docs.google.com/document/d/1Cdd_ivXFOs2k1pipyeUUgSLTdUr3CSfzxq-qGErmkBs/edit?tab=t.0#heading=h.iwuloo3jzt5f,,,,,Content,document,document,sales|gladly|Meeting Decks\
Online Marketplaces Slides,online-marketplaces-slides,"This slide library, titled ""STMP - Slide Library - Online Marketplaces [FY25 Q4],"" focuses on how Gladly's platform delivers excellence at scale for online marketplaces.",https://docs.google.com/presentation/d/15lQocvlxIJKRoycn19k15Lc-oUr2Ih6jv4dJtww80_E/edit#slide=id.g3147ecaf258_0_888,,,,,CoE,document,meeting-asset,sales|csm|gladly|Meeting Examples\
Partnership Capabilities Slides,partnership-capabilities-slides,"This presentation, titled ""STMP | Partner Slides,"" serves as a sales or informational deck showcasing integrated solutions for Workforce Management (WFM), Quality Assurance (QA), and Customer Satis...",https://docs.google.com/presentation/d/1sd2ld7dUydTXCfVP8dE6KwFewmMpj3B26NcU6DbeIfA/edit?slide=id.p1#slide=id.p1,,,,,Content,slides,deck,sales|csm|gladly|Meeting Decks\
Pipeline Coverage - Board Reporting,pipeline-coverage-board-reporting,Board-level pipeline reporting,https://docs.google.com/spreadsheets/d/1lJk3sbUAvABXpzskfh-I7OjwYHCtYb8kM-oWZgx3f0o/edit,,,,,Content,document,report,sales|csm|gladly|Uncategorized\
Pipeline Reporting - EOQ Documentation,pipeline-reporting-eoq-documentation,End of quarter pipeline documentation,https://docs.google.com/spreadsheets/d/11XMQOYakYqJPk7QdEZGKGdPa1mgOAe_N_XWSSPEROHk/edit,,,,,Content,document,report,sales|gladly|Uncategorized\
Pipeline Reporting - Weekly Bus Review,pipeline-reporting-weekly-bus-review,Weekly pipeline reporting,https://docs.google.com/spreadsheets/d/1OeuVoAEZjRyWrm1_0vtKAT_voOpykuHXqsNF56LX_24/edit,,,,,Content,document,report,sales|gladly|Uncategorized\
Playvox + Gladly Slides,playvox-gladly-slides,"This presentation outlines the reseller partnership between Gladly and Playvox, a Workforce Engagement Management solution, built for the modern omnichannel service center.",https://docs.google.com/presentation/d/1PY70p8qPXZ49bgKc8rdywP6OnVXAhZoXXCizqeBZ-X8/edit?usp=drive_link,,,,,Content,slides,deck,sales|gladly|Meeting Decks\
Pod Success Dashboard,pod-success-dashboard,Pod success tracking,https://docs.google.com/spreadsheets/d/1TcjaiHWCc74sM9rRSP9UcN8rtxhoBUUI7sMKRetOpro/edit,,,,,Content,document,document,csm|gladly|Uncategorized\
Product Enhancement Request System,product-enhancement-request-system,A new centralized system in Salesforce to effectively capture customer feedback,https://docs.google.com/presentation/d/1hvLu8XdxbCTzraq9wmOyLD7dPuEFyBgP70RW1gG5Qwk/edit?usp=drive_link,,https://docs.google.com/presentation/d/1hvLu8XdxbCTzraq9wmOyLD7dPuEFyBgP70RW1gG5Qwk/edit?usp=drive_link,,,Content,document,document,gladly|Uncategorized\
Product Enhancement Request User Guide,product-enhancement-request-user-guide,How to submit product enhancement requests,https://docs.google.com/document/d/1Zuc3NdCiqGv_p1okxRMMOXutso9ZP3pPH3KL9GW8yBI/edit,,,,,Content,document,guide,gladly\
Product Enhancement Request User Guide,product-enhancement-request-user-guide,How to submit product enhancement requests,https://docs.google.com/document/d/1Zuc3NdCiqGv_p1okxRMMOXutso9ZP3pPH3KL9GW8yBI/edit,,,,,Content,document,guide,sales|gladly|Uncategorized\
Product Utilization - (CSM),product-utilization-csm,Product utilization metrics,https://gladly.lightning.force.com/lightning/r/Dashboard/01ZQh000002I19NMAS/view,,,,,Content,document,document,csm|gladly|Uncategorized\
Project Brief Templates,project-brief-templates,Project brief template,https://docs.google.com/document/d/1-6PZXNsCDD6DBZET-Cs8cMWc_WdH4w82z5jeLeIGVKk/template/preview,,,,,Content,slides,template,gladly|Templates\
Project Discovery & Scoping (SC),project-discovery-scoping-sc,"This document is a ""Discovery and Scoping Worksheet"" designed to provide Solutions Consultants (SCs) with comprehensive scoping and discovery questions, organized by category.",https://docs.google.com/spreadsheets/d/1lEFVhGrIfID9uMZfkNiMPcIfEfzmNsJTBE5xUA1QUIA/edit?gid=368153992#gid=368153992,,,,,Content,tool,document,sales|csm|sc|impl|gladly|Meeting Decks\
Proof Point + CoE Repository,proof-point-coe-repository,"Find prior customer executive decks, BVA models, QBR decks, and more here to learn from!",https://docs.google.com/spreadsheets/d/1Y0n1rVskWIzWcegwCbfP7YUXkjV58TFf5S7LLxMkFNA/edit?gid=1725734072#gid=1725734072,,,,,CoE,document,meeting-asset,sales|csm|gladly|Meeting Examples\
Proof Point Repository,proof-point-repository,"This spreadsheet, titled ""Metrics of Success,"" catalogs various performance metrics and results achieved by different brands or internal calculations, primarily related to the ""Gladly Hero"" and ""Gl...",https://docs.google.com/spreadsheets/d/1Y0n1rVskWIzWcegwCbfP7YUXkjV58TFf5S7LLxMkFNA/edit?gid=1725734072#gid=1725734072,,,,,CoE,document,tool,sales|gladly|Best Practices\
Proposal Template,proposal-template,"This spreadsheet is a pricing proposal for ""Gladly Hero"" and includes general contract information.",https://docs.google.com/spreadsheets/d/187LXdG7xKeCQwKdjikjDZxhAAHpMJHna/edit?gid=1659187427#gid=1659187427,,,,,Content,document,template,sales|gladly|Meeting Decks\
QBR Guide,qbr-guide,Quarterly business review guide,https://docs.google.com/presentation/d/11EMqR6s3KOlnRafjzgITBmt4QyUFgvlC2zRxfvsmydU/edit,,,,,Content,slides,deck,csm|gladly|Meeting Decks\
RFP Lockout Play,rfp-lockout-play,"This play is designed to influence an RFP before it is issued, positioning Gladly as the preferred solution.",,https://docs.google.com/document/d/1Qch86aH3u8v3R7cV5nWGPTKuOhzeolOHYOuTGMYWXCA/edit?tab=t.0,,,,Enablement,playbook,gtm-strategy,sales|csm|gladly|Sales|Customer Success\
RFP Responses - Features and Capabilities Catalog,rfp-responses-features-and-capabilities-catalog,"This document is the ""Gladly Features and Capabilities Catalog,"" structured as a detailed response to a Request for Proposal (RFP) for the Gladly platform.",https://docs.google.com/presentation/d/18QltI12crYoWGqTH7VuJcR7OzcTGRsW3H7lavT_QqyE/edit#slide=id.p1,,,,,Content,document,document,sales|gladly|Meeting Decks\
RFX Narrative Template,rfx-narrative-template,"This document is the **STMP - RFP Narrative Template - Updated 2025**, a comprehensive proposal presentation from Gladly designed to respond to a potential client's Request for Proposal (RFP) for a...",https://docs.google.com/presentation/d/1k65pLU9t9JI8pHXfzBhO2aAT-WyEpvPTt1x2M8MgEOQ/edit#slide=id.p,,,,,Content,document,template,sales|impl|gladly|Meeting Decks\
Rapid Value Realization: Customer Success Patterns,rapid-value-realization-customer-success-patterns,"This guide demonstrates that exceptional Sidekick results happen within weeks, not months, when implementations follow proven patterns\'97providing a framework for replicating rapid success and diagno...",https://docs.google.com/document/d/1aQPaIBAK4Hjw7LK1U_2m8vYKjnIiatT3urUnmUMh10s/edit?tab=t.hou5gyam9uco,,,,,CoE,document,internal-best-practice,sales|csm|impl|gladly|Best Practices\
Ready To Win Dashboard,ready-to-win-dashboard,Sales readiness dashboard,https://gladly.lightning.force.com/lightning/r/Dashboard/01ZQh000002EJ01MAG/view,,,,,Content,document,document,sales|gladly|Uncategorized\
Real CX Metrics,real-cx-metrics,Proof of concept for CX metrics enables smarter coaching and renewals Why It Matters: Automating CX metrics provides actionable insights that improve outcomes.,https://docs.google.com/presentation/d/1jDCjcoAwJ4Oq3xDP-AwzMW91iVY7VWDB_GG2-6lMK_0/edit?slide=id.g36025773fef_0_793#slide=id.g36025773fef_0_793,,,,,CoE,document,internal-best-practice,csm|gladly|Best Practices\
Refuse to Compromise Keynote,refuse-to-compromise-keynote,"Today\'92s customer experience landscape demands more \'97 faster service, deeper personalization, and greater efficiency \'97 but most platforms force brands to choose between connection and cost.",,https://gladly.wistia.com/medias/9pmw3hcu1b,,,,Enablement,video,product-training,sales|csm|gladly|Sales|Customer Success\
Renewals Dashboard,renewals-dashboard,Renewals tracking,https://gladly.lightning.force.com/lightning/r/Dashboard/01Z8a0000010XbjEAE/view,,,,,Content,document,document,csm|gladly|Uncategorized\
RevOps Ticket Submission,revops-ticket-submission,Asana form for RevOps ticket submission,https://form.asana.com/?k=vEFTHN5vMhk-uFvmAXLNmw&d=238013372418030,,,,,Content,document,document,gladly|Uncategorized\
Roadmap Figma Prototypes,roadmap-figma-prototypes,"This document, titled ""Product Prototypes + Scripts 2025,"" outlines several Gladly prototypes including Guides and Sidekick Sales, along with their corresponding scripts, directions, and links to F...",https://docs.google.com/document/d/10YIgb8-OUFY7K_fbhXZByC30PqgLfDZ4HLPqN-9e6Go/edit?tab=t.e47fz4z840sx#heading=h.d25glnaujae3,,,,,Content,document,document,sales|sc|gladly|Meeting Decks\
Rules of Engagement 2025,rules-of-engagement-2025,Rules of engagement for sales,https://docs.google.com/document/d/1bP8Me45egh-C66SbsoTQOyObrlYXhb58pY-h6jiEY0I/edit,,,,,Content,document,document,sales|gladly|Uncategorized\
SK for Email + App Platform,sk-for-email-app-platform,Sidekick Email and App Platform,,,,,,Enablement,document,product-training,app-platform\
SMB Sales Process Training,smb-sales-process-training,SMB sales process training,,,,,,Enablement,document,product-training,gladly\
SOW (implementation) Packages,sow-implementation-packages,Implementation package options and SOW templates for professional services.,https://help.gladly.com/implementation/docs/implementation-packages,,,,,Content,document,document,sales|impl|gladly|Meeting Decks\
SOW Scoping + Readout Deck (MANSCAPED),sow-scoping-readout-deck-manscaped,"This document is a Statement of Work (SOW) Scoping and Readout Deck that outlines the proposed project timeline, scope, and implementation details for a customer project, including channels, histor...",https://docs.google.com/presentation/d/1w3QooAsWLRNNFJdI8hs7DU-I9xcBQOg7bvoDK9fzWfA/edit?slide=id.g35529eeec06_0_579#slide=id.g35529eeec06_0_579,,,,,Content,document,document,csm|sc|impl|gladly|Meeting Decks\
Sales + Marketing Org Chart,sales-marketing-org-chart,"This spreadsheet, titled ""Sales Org Chart,"" serves as a directory for employees, primarily within the Sales and Marketing organizations.",https://docs.google.com/spreadsheets/d/1Dv2ePK-KcJlB0wu-en-hpKzO6titiAvG5Uj3xnmrZIs/edit?gid=0#gid=0,,,,,Content,tool,document,sales|gladly|Meeting Decks\
Sales Activity Expectations & SK Voice AMA,sales-activity-expectations-sk-voice-ama,Sales expectations and Voice Q&A,,,,,,Enablement,document,product-training,voice\
Sales All Hands - Sidekick Standalone,sales-all-hands-sidekick-standalone,Sidekick Standalone all hands,,,,,,Enablement,document,product-training,gladly\
Sales Attribution Guide,sales-attribution-guide,Sales attribution methodology,https://docs.google.com/presentation/d/1HGD3xdJDt3RXLTLQwI8WNkv6Lj8qsR4XiLqfS3s921A/edit,,,,,Content,slides,deck,sales|gladly|Meeting Decks\
Sales Force Guide,sales-force-guide,"This document, the Sales - Salesforce Guide, serves as a centralized resource for the Sales team to understand key Salesforce opportunity fields, reports, and associated definitions.",https://docs.google.com/document/d/1S-6K8kPROoVJIKYsS0qF1Sffw4K-itn5gfKvdsCOwl4/edit?tab=t.h9ag4pgmc390#heading=h.hd88vogbr7a4,,,,,Content,tool,document,sales|gladly|Meeting Decks\
Sales Implementation Template,sales-implementation-template,"This is the ""Implementation Template: 101 Sales"" deck, a resource for the Sales team to manage the first of three customer touchpoints following a new deal.",https://docs.google.com/presentation/d/1MHch8KiJuchtUqvvzda3d6H4kUPi39ixqPoUNYhIQSk/edit?usp=drive_link,,,,,Content,document,template,sales|impl|gladly|Meeting Decks}
