title,slug,description,shortDescription,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags,boards,status,durationMinutes,views,shares,createdAt
Sales Activity Expectations & SK Voice AMA,sales-activity-expectations-sk-voice-ama,"contains materials from an enablement session titled ""Sales Activity Expectations & SK Voice AMA"" from August 21, 2025.",GTM skills for sales activity expectations,https://drive.google.com/file/d/17ESwc7C5fB2-qc5J4WEEfYRinv1TpMnq/view?usp=drive_link,https://drive.google.com/file/d/17ESwc7C5fB2-qc5J4WEEfYRinv1TpMnq/view?usp=drive_link,https://docs.google.com/presentation/d/1C7ls6XPBfs19yxElkhcaLUuDlKb1jP5dRLERcHeIETo/edit?usp=drive_link,https://drive.google.com/drive/folders/1E2AScNwdHcEPceLLijcPVbMV3ur4CoV9,,enablement,live-replay,gtm-training,sales|voice,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Sales Attribution Guide,sales-attribution-guide,"This document is a presentation detailing a company's sales attribution model, which is used to measure how marketing and sales activities influence the pipeline.",Step-by-step sales attribution guide guidance,https://docs.google.com/presentation/d/1HGD3xdJDt3RXLTLQwI8WNkv6Lj8qsR4XiLqfS3s921A/edit?usp=sharing,,,,,content,guide,guide,sales,content,published,,0,0,2025-12-28T08:20:23.496Z
Sales Force Guide,sales-force-guide,"This document, the Sales - Salesforce Guide, serves as a centralized resource for the Sales team to understand key Salesforce opportunity fields, reports, and associated definitions.",Step-by-step sales force guide guidance,https://docs.google.com/document/d/1S-6K8kPROoVJIKYsS0qF1Sffw4K-itn5gfKvdsCOwl4/edit?tab=t.h9ag4pgmc390#heading=h.hd88vogbr7a4,,,,,content,guide,guide,insights|insights-dashboards|sales|Insights,content,published,,0,0,2025-12-28T08:20:23.496Z
Sales Implementation Template,sales-implementation-template-101,Implementation Template 101 for Sales team first customer touchpoint after new deal.,Ready-to-use sales implementation template,https://docs.google.com/presentation/d/1MHch8KiJuchtUqvvzda3d6H4kUPi39ixqPoUNYhIQSk/edit,,,,,content,slides,template,101|handoff|impl|implementation|kickoff|sales|Implementation,content,published,,0,0,2025-12-28T09:00:03.135Z
Sales Marketing Org Chart,sales-marketing-org-chart,Sales Org Chart spreadsheet directory for Sales and Marketing organizations.,Analytics dashboard for sales marketing org,https://docs.google.com/spreadsheets/d/1Dv2ePK-KcJlB0wu-en-hpKzO6titiAvG5Uj3xnmrZIs/edit,,,,,coe,spreadsheet,dashboard,directory|marketing|mktg|org-chart|sales|team|Marketing,coe,published,,0,0,2025-12-28T08:20:23.496Z
Sales to CS Handoff Template,sales-to-cs-handoff-template,"This document is a ""Sales to CSM Hand-Off Sheet"" template designed to facilitate a smooth transition of a customer account from the sales team to the Customer Success Management (CSM) team.",Tool for sales to cs handoff,https://docs.google.com/document/d/1M0rIA7QBIgUsW3FjVgtZDA_46g9ZYp0C8VQ_7NAHnpo/edit?tab=t.0#heading=h.cfwyuyvb0ol1,,,,,coe,document,tool,tool|sales|customer-success|implementation|journeys|insights-dashboards|Implementation,coe,published,,0,0,2025-12-28T15:27:13.314Z
Salesforce Agent Sidekick Battle Card (External),salesforce-agentforce-battlecard,Competitor battlecard comparing Salesforce Agentforce and Gladly Sidekick.,Competitive positioning vs Salesforce,https://drive.google.com/file/d/1T30zPp-W1jWX7vCrU5IP5ZN-6IdoyEqv/view,,,,,content,pdf,battlecard,agentforce|crm|enterprise|gladly|sales|salesforce|sidekick|Enterprise|Salesforce|Sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
Salesforce Demo Mockup,salesforce-demo-mockup,Demo mockup showing Sidekick integration with Salesforce Service Cloud.,Presentation on salesforce demo mockup,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone,,,,,content,tool,deck,demo|figma|gladly|prototype|sales|salesforce|sidekick-standalone|Salesforce,content,published,,0,0,2025-12-28T09:00:03.914Z
Salesforce Guide,salesforce-guide,"This document, the ""CS Salesforce Guide,"" serves as a comprehensive resource for understanding key Customer Success (CS) opportunity fields in Salesforce.",Step-by-step salesforce guide guidance,https://docs.google.com/document/d/1cYQAXEPb3wb8XxzDJMdaCzMtEvyUSb_VwJc-dMsDUJc/edit?usp=sharing,,,,,content,guide,guide,csm|customer-success|sales,content,published,,0,0,2025-12-28T08:20:23.496Z
Salesforce Service Cloud Battle Card 2024,salesforce-service-cloud-battlecard,Salesforce Service Cloud Battle Card for Gladly sales teams.,Competitive positioning vs Salesforce,https://docs.google.com/document/d/1C959ewp303oQtG_qcsB7Wyipq8AIe5bpY-uLh2ncDFo/edit,,,,,content,document,battlecard,crm|enterprise|sales|salesforce|service-cloud|Enterprise|Salesforce,content,published,,0,0,2025-12-28T09:00:03.135Z
Self-Guided Implementation One Pager,self-guided-implementation-one-pager,One-pager for Self-Guided Gladly Implementation for teams under 10 agents.,Quick reference self guided implementation overvie,https://drive.google.com/file/d/1w4S1IzIN7-JEjyi_7UhhWWc0LG0Bpd6s/view,,,,,content,pdf,one-pager,impl|implementation|onboarding|self-guided|smb|Onboarding|SMB|Implementation,content,published,,0,0,2025-12-28T09:00:03.718Z
Selling High + FM Deck,selling-high-fm-deck-enablement,Sales enablement covering refreshed First Meeting Deck and Selling High strategies for executives.,Training on selling high +,https://docs.google.com/presentation/d/11LraGLfKuVWTg2IpB302i4W3XhA6rbsoW799J5HSvYY/edit,,,,,enablement,slides,product-training,discovery|executive|first-meeting|sales|sales-methodology|sc|selling-high|Discovery,enablement,published,,0,0,2025-12-28T09:00:03.135Z
Sidekick Adoption Playbook,sidekick-adoption-playbook,"The purpose of this playbook is to empower Gladly’s Account Management and Customer Success teams with the insights, actions, and resources they need to drive meaningful adoption of Sidekick – acro...",Best practice for sidekick adoption playbook,https://docs.google.com/document/d/1jZSBq3GSv5iA33ZwAvv0dLGFQmKf2l4bIFVPZvr2T2g/edit?usp=drive_link,,,,,coe,document,internal-best-practice,internal-best-practice|customer-success|gladly-sidekick|insights-dashboards,coe,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick Answers & Actions Best Practice,sidekick-answers-actions-best-practice,"The purpose of this playbook is to understand applied examples and learnings from our Design, PS, TAM, product and engineering team on Answers and Actions best practices.",Best practice for sidekick answers &,https://docs.google.com/document/d/17xw1-c5Is6tDT7mwR3ZejHhjlU1sanRfdiSjjQrgAbU/edit?tab=t.6jyoekj0psl#heading=h.ln4hvsxicr78,,,,,coe,document,internal-best-practice,internal-best-practice|sales|customer-success|gladly-sidekick,coe,published,,0,0,2025-12-28T15:27:13.314Z
Sidekick Answers and Guides Dashboard,sidekick-answers-and-guides-dashboard,"This document describes three new Looker dashboards—Cross Org, Internal, and Embedded—designed to track the performance of Sidekick Guides and Answers.",Tool for sidekick answers guides,https://docs.google.com/document/d/1XANF2CXqwaMNooiz-raP4f0ukKQVyhcS2c_HEOkBffo/edit?tab=t.0#heading=h.uf7g68jyftcc,,,,,coe,document,tool,tool|sales|customer-success|gladly-sidekick|guides|insights-dashboards,coe,published,,0,0,2025-12-28T15:27:13.314Z
Sidekick Cross-Org Metrics,sidekick-cross-org-metrics,Cross-organization metrics dashboard for Sidekick usage and performance benchmarking.,Best practice for sidekick cross org,https://gladly.looker.com/dashboards/2634?Timestamp+Last+Closed+At+Week=10+week+ago+for+10+week&Name=,,,,,coe,tool,internal-best-practice,internal-best-practice|sales|customer-success|gladly-sidekick,coe,published,,0,0,2025-12-28T15:27:13.314Z
Sidekick Debugging,sidekick-debugging,"Sidekick debug playbook codifies deep product learnings Why It Matters: This creates a repeatable, accessible resource that saves time troubleshooting.",Best practice for sidekick debugging,https://docs.google.com/presentation/d/1wXKPjMZRwOpHBuhglLDZbJhwOwfmkN_KpF0KUWY5OFU/edit?slide=id.g36025773fef_0_793#slide=id.g36025773fef_0_793,,,,,coe,slides,internal-best-practice,internal-best-practice|customer-success|gladly-sidekick,coe,published,,0,0,2025-12-28T15:27:13.314Z
Sidekick Email Follow Up Template,sidekick-email-followup-template,Sidekick Email Follow-Up Template and Outreach Guidelines for AMs AEs and CSMs.,Messaging framework for target audience,https://docs.google.com/document/d/1f2FfOZ2NcfxbAZKKiKU2lf0MHmqDoTSOmPywWeZ2LKw/edit,,,,,content,document,messaging,expansion|followup|gladly|outreach|sidekick-email|Expansion,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Email Generic One Pager,sidekick-email-one-pager,Sidekick Email one-pager with follow-up template and outreach guidelines.,Quick reference sidekick email generic overview,https://drive.google.com/file/d/1QqgQC4Guc2cbxU1gv335XLUcpNkvbHvI/view,,,,,content,pdf,one-pager,ai-agents|automation|email-channel|gladly|sidekick-email,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Email Video,sidekick-email-video,Video showcasing Sidekick for personal and intelligent email responses.,Presentation on sidekick email video,https://gladly.wistia.com/medias/zpzwcogrr5,,,,,content,video,deck,ai|automation|email|gladly|personalization|sidekick-email|video|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Expansion Playbook,sidekick-expansion-playbook,"The purpose of this playbook is to empower Gladly’s Account Management and Customer Success teams with the insights, actions, and resources they need to drive meaningful expansion of Sidekick.",Best practice for sidekick expansion playbook,https://docs.google.com/document/d/1oNpLt1B6-dwblKtxXiQiYGynLkYesCe8LjAwhoIyQps/edit?usp=drive_link,,,,,coe,document,internal-best-practice,internal-best-practice|customer-success|gladly-sidekick|insights-dashboards,coe,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick for Zendesk,sidekick-for-zendesk,"The ""EH 6/26/25: Sidekick for Zendesk"" folder contains three files from the Enablement Hour on that date, which are focused on launching and selling the Sidekick Standalone for Zendesk offering.",Presentation on sidekick zendesk,https://drive.google.com/file/d/1DrCVPlu_WJK4zmTgk6IDvfTuEMeeanEw/view?usp=sharing,https://drive.google.com/file/d/1DrCVPlu_WJK4zmTgk6IDvfTuEMeeanEw/view?usp=sharing,https://docs.google.com/presentation/d/1RoihfdJF9aNpjUKeHykB14Oh-GndfYo5h8IArUHMGVw/edit?usp=drive_link,https://drive.google.com/drive/folders/1IFwYsGN6lGSNfrY_djYE9Ad8laPVAQZv,,content,live-replay,deck,gladly|gtm|uncategorized|GTM,content,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick for Zendesk One Pager,sidekick-zendesk-one-pager,One-pager for Sidekick for Zendesk Customer AI replacing generic responses with resolutions.,Quick reference sidekick zendesk one overview,https://drive.google.com/file/d/1T_jQJ4ERy44OTzj-i_7ZNF-QFeRIso66/view,,,,,content,pdf,one-pager,ai-agents|gladly|resolutions|sidekick-standalone|zendesk|Zendesk,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick for Zendesk Play,sidekick-for-zendesk-play,"This play is designed to help you in selling Sidekick as a standalone AI product to businesses currently using Zendesk who want to elevate their CX with personalized, end-to-end automation without ...",GTM skills for sidekick zendesk play,https://docs.google.com/document/d/1wPX5JDe_2awuql2zK5aPJnYcDQ-rAqTHWTslUzvs03Y/edit?tab=t.2f7vl8kjvusu,,,,,enablement,document,gtm-training,gladly|gladly-sidekick|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick For Zendesk Sequence,sidekick-zendesk-sequence,Outbound sequence template for Sidekick for Zendesk prospects.,Messaging framework for target audience,https://web.outreach.io/sequences/2171,,,,,content,document,messaging,gladly|outreach|sequence|sidekick-standalone|zendesk|Zendesk,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Lite Calculator,sidekick-lite-calculator,"This document serves as a comprehensive guide for calculating, projecting, and reporting the business value and ROI of the ""Sidekick"" product.",Value calculator for sidekick lite calculator,https://docs.google.com/spreadsheets/d/1PMTbK4qKdIdlFFezp2lT9KQQNI7XQTM0taun7ySAXFk/edit?gid=668504392#gid=668504392,,,,,enablement,tool,value-realization,bva|csm|customer-success|gladly|gladly-sidekick|insights|insights-dashboards|roi|BVA|ROI|Insights,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick ROI Calculator,sidekick-roi-calculator,This top-down model looks at current and/or future value of Sidekick by quantifying the impact of assists and resolutions.,Value calculator for sidekick roi calculator,https://docs.google.com/spreadsheets/d/1PMTbK4qKdIdlFFezp2lT9KQQNI7XQTM0taun7ySAXFk/edit,,,,,enablement,tool,value-realization,csm|customer-success|gladly|gladly-sidekick|insights|insights-dashboards|sales|Insights,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick Sales Command of the Message,sidekick-sales-command-message,Sidekick Sales Command of the Message Guide for revenue growth without ad spend.,Messaging framework for sales teams,https://drive.google.com/file/d/1e_fqoiDMMvxUxfXxid2DSbmZwMBomHae/view,,,,,content,pdf,messaging,command-message|gladly|methodology|revenue|sales|sidekick-sales,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Sales Differentiation Battle Card,sidekick-differentiation-battlecard,Differentiation Battle Card outlining competitive advantages of Gladly Sidekick offerings.,Competitive positioning vs competitors,https://drive.google.com/file/d/1LbVIO3dhY61GxT2_08CQx_5tbl-Q5SmX/view,,,,,content,pdf,battlecard,differentiation|gladly|positioning|sidekick|value-prop|Sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
Sidekick Sales Launch Enablement,sidekick-sales-launch-enablement,"This folder contains the complete sales enablement and launch materials for ""Sidekick Sales,"" an AI-powered shopping assistant that transforms customer conversations into revenue.",Presentation on sidekick sales launch,https://drive.google.com/file/d/1Eh6k62DgAvcVmlaKwvg3_NlDJT7yJjU5/view?usp=drive_link,https://drive.google.com/file/d/1Eh6k62DgAvcVmlaKwvg3_NlDJT7yJjU5/view?usp=drive_link,https://docs.google.com/presentation/d/1YHtc1aZlIAj6Hi0_JMiD8_QamkvTF8L2uYVXmP9Mtp8/edit?usp=drive_link,https://drive.google.com/drive/folders/13Py0_Jo_W0hPjBmuvoSvASzoGAuY76JB,,content,live-replay,deck,gladly|sales,content,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick Sales Market Analysis,sidekick-sales-market-analysis,Market research report on retail ecommerce AI product recommendation market.,Step-by-step sidekick sales market guidance,https://drive.google.com/file/d/1v_igXahYX3M-1WvqIywWBDMVDud9TxBv/view,,,,,content,pdf,guide,ecommerce|gladly|market-analysis|research|retail|sales|sidekick-sales|Retail,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Sales Messaging Brief,sidekick-sales-messaging-brief,Sidekick Sales messaging Brief for transforming conversations into revenue.,Messaging framework for sales teams,https://drive.google.com/file/d/1U-DqVT-D9RQo9ClS1sV8_oafCkHOGidn/view,,,,,content,pdf,messaging,ecommerce|gladly|revenue|sales|sidekick-sales|value-prop,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Sales One Pager,sidekick-sales-one-pager,One-pager for Sidekick Sales Customer AI solution for smarter selling.,Quick reference sidekick sales one overview,https://drive.google.com/file/d/1AHjfTM6Lw9BoRX7tcCs6IVgXWBL7UdbL/view,,,,,content,pdf,one-pager,ecommerce|gladly|ps|revenue|sales|sidekick-sales|upsell,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Sales One Pager Revenue,sidekick-sales-one-pager-revenue,One-pager for Sidekick Sales turning conversations into revenue across touchpoints.,Quick reference sidekick sales one overview,https://drive.google.com/file/d/1AHjfTM6Lw9BoRX7tcCs6IVgXWBL7UdbL/view,,,,,content,pdf,one-pager,gladly|journeys|omnichannel|revenue|sales|sidekick-sales,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Sales Resolution Dashboard,sidekick-sales-resolution-dashboard,Looker dashboard tracking Sidekick Sales resolution performance and conversion metrics.,Tool for sidekick sales resolution,https://gladly.looker.com/dashboards/4266?Sidekick+Profile=&Name=&Guide+Type=&Action+Week=4+weeks&Guide+Status=&Channel=&Login+Domain=&Has+Sidekick+V2+Enabled+%28Yes+%2F+No%29=&Guide+Description=%25SidekickForSales%25,,,,,coe,tool,tool,tool|sales|gladly-sidekick|insights-dashboards,coe,published,,0,0,2025-12-28T15:27:13.314Z
Sidekick Sales Video,sidekick-sales-video,Video showing Sidekick Sales solution for retail revenue growth with customer AI.,Presentation on sidekick sales video,https://gladly.wistia.com/medias/85i16s6k7a,,,,,content,video,deck,ai|ecommerce|gladly|retail|revenue|sales|sidekick-sales|video|Retail|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Sales Video Budgets,sidekick-sales-video-budgets,Video on Sidekick Sales addressing tight retail budgets with customer AI.,Presentation on sidekick sales video,https://gladly.wistia.com/medias/85i16s6k7a,,,,,content,video,deck,budget|gladly|retail|revenue|roi|sales|sidekick-sales|video|ROI|Retail|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Sales Video Retail,sidekick-sales-video-retail,Video on Sidekick Sales for retail cost challenges with customer AI solution.,Presentation on sidekick sales video,https://gladly.wistia.com/medias/85i16s6k7a,,,,,content,video,deck,ai|cost-savings|gladly|retail|sales|sidekick-sales|video|Retail|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Standalone + Sidekick Sales,sidekick-standalone-sidekick-sales,"The folder contains foundational enablement documents, including a presentation and notes, from the May 2, 2025 session on the new Sidekick for Zendesk (Standalone) and Sidekick Sales products, det...",Presentation on sidekick standalone +,https://drive.google.com/file/d/1_hfLbRUHGX4gC4_jVD6xGtTjvQsdOtew/view?usp=drive_link,https://drive.google.com/file/d/1_hfLbRUHGX4gC4_jVD6xGtTjvQsdOtew/view?usp=drive_link,https://docs.google.com/presentation/d/15fpA_czMaAo2ups-1qVy7W0LnrP9H42bOpWjPehTHTQ/edit?usp=drive_link,https://drive.google.com/drive/folders/1MGcyQeRUqXHwbwvN8o0pRDf2x3haT4ww,,content,live-replay,deck,gladly|sales|value-realization,content,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick Standalone Land Grab,sidekick-standalone-land-grab,"The ""EH 8/28/25: Sidekick Standalone Land Grab"" folder contains a video recording, a presentation, and meeting notes from an Enablement Hour session on August 28, 2025.",GTM skills for sidekick standalone land,https://drive.google.com/file/d/1RrYlwS5-ZAF2m9tyUWVtsMHwA9FDamJI/view?usp=drive_link,https://drive.google.com/file/d/1RrYlwS5-ZAF2m9tyUWVtsMHwA9FDamJI/view?usp=drive_link,https://docs.google.com/presentation/d/1Ctru88ANHQcZAaikZWBLoMWmEfKOhpyWX5wpwdABe7M/edit?usp=drive_link,https://drive.google.com/drive/folders/1iHvQKRgV62igGJOs78hiLFqWeJ7pQADb?usp=drive_link,,enablement,live-replay,gtm-training,gladly|gtm-strategy|sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick Standalone Play,sidekick-standalone-play,"These documents comprise a suite of sales enablement materials, presentations, and detailed implementation blueprints for Gladly’s Sidekick AI solution, focusing on its use as a standalone product ...",GTM skills for sidekick standalone play,https://docs.google.com/document/d/1wPX5JDe_2awuql2zK5aPJnYcDQ-rAqTHWTslUzvs03Y/edit?tab=t.2f7vl8kjvusu,,,,,enablement,document,gtm-training,gladly|gladly-sidekick|impl|implementation|sales|Implementation,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick Standalone Tactical Enablement,sidekick-standalone-tactical-enablement,"The ""EH: 5/9/25 Sidekick Standalone Qualification, Discovery, Objection Handling"" folder contains comprehensive enablement materials for the launch of the new Sidekick Standalone product, including...",Presentation on sidekick standalone tactical,https://drive.google.com/file/d/1D8BWJOVoSDC3ULK-gqXpouHPeN5q0AYi/view?usp=drive_link,https://drive.google.com/file/d/1D8BWJOVoSDC3ULK-gqXpouHPeN5q0AYi/view?usp=drive_link,https://docs.google.com/presentation/d/1VFuGWxVBvCQi3zoS4jXFMAP__4X8H0h7xfWibJE63pU/edit?usp=drive_link,https://drive.google.com/drive/folders/1t5F7F5nUg9aEewVTgKXoynn7IC3goro2,,content,live-replay,deck,gladly|impl|implementation|playbook|sales|solutions-consultant|value-realization|Implementation,content,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick Standalone Video,sidekick-standalone-video,Video on AI improving CX contrasting traditional solutions that sacrifice experience.,Presentation on sidekick standalone video,https://gladly.wistia.com/medias/mwar81dg26,,,,,content,video,deck,ai|cx|efficiency|gladly|personalization|sidekick-standalone|video|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Standalone Video CX,sidekick-standalone-video-cx,Video on AI improving customer experience beyond cost-cutting AI solutions.,Presentation on sidekick standalone video,https://gladly.wistia.com/medias/mwar81dg26,,,,,content,video,deck,ai|cx|efficiency|experience|gladly|sidekick-standalone|video|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Voice Email Template,sidekick-voice-email-template,Internal expansion process for Sidekick Voice with customer-facing slides and email templates.,Messaging framework for target audience,https://docs.google.com/document/d/1vrzb4BL99Bdvv2T4B2v-A0APx7AC7JC4IAC0i0MlR3k/edit,,,,,content,document,messaging,email-template|expansion|gladly|sidekick-voice|top-20|voice|Expansion,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice One Pager,sidekick-voice-one-pager,Product one-pager for Sidekick Voice AI-powered instant personalized voice experience.,Quick reference sidekick voice one overview,https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view,,,,,content,pdf,one-pager,ai-voice|gladly|ivr|personalization|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice One Pager Generative,sidekick-voice-one-pager-generative,Product one-pager for Sidekick Voice leveraging generative AI for frictionless support.,Quick reference sidekick voice one overview,https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view,,,,,content,pdf,one-pager,generative-ai|gladly|sidekick-voice|support|voice,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice PAYG Pricing calculator,sidekick-voice-payg-pricing-calculator,"Estimate potential three-year Sidekick Voice telephony & consumption costs. Ensure you validate inputs (volume, handle time, telephony, Sidekick call duration) with SMEs, should you have questions.",Value calculator for sidekick voice payg,https://docs.google.com/spreadsheets/d/1MYtm9riUTgLX3jNXbGFcbFuzXnPppF7zN79xEZM58UU/edit?gid=0#gid=0,,,,,enablement,tool,value-realization,csm|customer-success|gladly|gladly-sidekick|sales|voice,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick Voice Positioning Pricing,sidekick-voice-positioning-pricing,Sidekick Voice positioning framework and pricing structure overview.,Messaging framework for target audience,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit,,,,,content,document,messaging,expansion|gladly|positioning|pricing|sidekick-voice|voice|Pricing|Expansion,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice PR,sidekick-voice-pr,Press release and media materials for Sidekick Voice launch.,Press release and media materials for,https://finance.yahoo.com/news/gladly-launches-industrys-only-ai-150000369.html,,,,,content,article,press,ai-voice|gladly|launch|press|product-launch|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.135Z
Sidekick Voice Top 20 Selling Kit,sidekick-voice-top-20-kit,Comprehensive Top 20 Selling Kit for Sidekick Voice with resources for Account Managers.,Step-by-step sidekick voice top guidance,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit,,,,,content,document,guide,account-management|expansion|gladly|selling-kit|sidekick-voice|voice|Expansion,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice Video,sidekick-voice-video,Video addressing customer frustration with wait times and transfers on voice.,Presentation on sidekick voice video,https://gladly.wistia.com/medias/62ev998jm3,,,,,content,video,deck,ai|gladly|sidekick-voice|support|video|voice|wait-times|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Voice vs The Rest,sidekick-voice-vs-rest,Video comparing Sidekick Voice customer interaction to traditional support.,Presentation on sidekick voice vs,https://gladly.wistia.com/medias/60zhas178n,,,,,content,video,deck,comparison|differentiation|gladly|sidekick-voice|support|video|voice|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
"Sidekick Voice:  Demo, Pitch, Value",sidekick-voice-demo-pitch-value,"This folder, titled ""EH: 4/10/25 SK for Voice Demo Pitch Value"", contains the full enablement materials for the product's new Sidekick Voice feature, including the presentation deck, detailed meeti...","Presentation on sidekick voice: demo,",https://drive.google.com/file/d/1djv7z0ixiKuXbR48Hihpg01uDUY9GY79/view?usp=drive_link,https://drive.google.com/file/d/1djv7z0ixiKuXbR48Hihpg01uDUY9GY79/view?usp=drive_link,https://docs.google.com/presentation/d/1IENpzQDL_0js-jhtgeSRJcQig5fwzEPBNNgxuZy4uy0/edit?usp=drive_link,https://drive.google.com/drive/folders/1P1Z25foeBQxtPVwlhWDbpw-euL-esQT9?usp=drive_link,,content,live-replay,deck,csm|customer-success|gladly|impl|implementation|playbook|product|solutions-consultant|technical|voice|Implementation,content,published,,0,0,2025-12-28T08:08:11.988Z
Sierra Battlecard,sierra-battlecard,Sierra Battlecard positioning Gladly Sidekick against Sierra autonomous agent platform.,Competitive positioning vs Sierra,https://drive.google.com/file/d/10ojRCBWs5FFjHEUm9Hxg597kdGAGHgLy/view,,,,,content,pdf,battlecard,autonomous|enterprise|executive|gladly|sidekick|sierra|Enterprise|Sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
SimpleSat Partnership Enablement,simplesat-partnership-enablement,"Partnership 8/13/15: SimpleSat folder, which contains four files including a training plan, presentation, and meeting notes.",Partner enablement on simplesat partnership enable,https://drive.google.com/file/d/1NHHVY_G6RJlY7mcZwB06ZM3knpZXp57r/view?usp=drive_link,https://drive.google.com/file/d/1NHHVY_G6RJlY7mcZwB06ZM3knpZXp57r/view?usp=drive_link,https://docs.google.com/presentation/d/1URp5rSKYxIoFn9XrjENO9rRpcQzPB4d9/edit?usp=drive_link&ouid=101563278745976180185&rtpof=true&sd=true,https://drive.google.com/drive/folders/1nzLYQOMUioW4tN6N9qb2KuCxKyjxp6G0,,enablement,live-replay,partner-training,csm|customer-success|partner|sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
SK for email + App Platform,sk-for-email-app-platform,"EH 6/18/25: SK for Email + App Platform, contains the notes and presentation slides from a June 18, 2025, enablement session for the sales and go-to-market teams.",Presentation on sk email +,https://drive.google.com/file/d/1N9ksdUwOnDseSWV-naUIxs08SIFURvYg/view?usp=sharing,https://drive.google.com/file/d/1N9ksdUwOnDseSWV-naUIxs08SIFURvYg/view?usp=sharing,https://docs.google.com/presentation/d/1FUfKSclUPZYBry9UzsrymzadxiNpF9kglqqGBg6G9NE/edit?usp=drive_link,https://drive.google.com/drive/folders/1u8rrVzUyw3uhc7Ih5U8wodF_HI7mDXu8?usp=drive_link,,content,live-replay,deck,sales|value-realization,content,published,,0,0,2025-12-28T08:08:11.988Z
SMB Sales Process Traning,smb-sales-process-traning,"This folder is a training and reference resource for the Small-to-Medium Business (SMB) team on their new, simplified sales process.",GTM skills for smb sales process,https://drive.google.com/drive/folders/1OfgqX2HaLKpcgZAI-912TToKg1HrvmkY,https://drive.google.com/drive/folders/1OfgqX2HaLKpcgZAI-912TToKg1HrvmkY,,,,enablement,live-replay,gtm-training,gtm-strategy|sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Smith Optics - 58% resolution rate for Warranty conversations,metric-smith-optics-58-resolution-rate-for-warran,"58% resolution rate for Warranty conversations | KPI: Accelerate Time to Value,Boost Efficiency | Product: Sidekick",Smith Optics achieved 58% improvement,,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-sidekick|proof-point|smith-optics,coe,published,,0,0,2025-12-28T15:27:13.919Z
